date,cleanText
2022-02-01,"Will begin limited rollout to Canada this month. Safety is paramount, so we have to confirm no significant issues, given slightly different road rules. He’s actually a lobbyist, not a journalist. There are many who pose as the latter while behaving like the former. No integrity. Indeed, there were no safety issues. The car simply slowed to ~2 mph &amp; continued forward if clear view with no cars or pedestrians. Tesla has great respect for software engineering, they do not Tesla is as much a software company as it is a hardware company, both in car and in factory. This is not widely understood."
2022-02-02,"SpaceX standard antenna production rises rapidly this year, so those with orders shouldn’t have to wait long. Note, Starlink can only support a limited number of users in an area, so best to order early."
2022-02-03,Tesla is working hard to provide more Megapacks for grid stabilization
2022-02-06,Tesla Model S &amp; X Plaid are so fun!
2022-02-08,Tesla
2022-02-09,Model X is an extremely difficult car to build. Most complex passenger car ever. Limiting factor is interior trim. We dropped the ball badly regarding new Model X production ramp &amp; still haven’t fully recovered. Was idiotic to stop production of old X in Dec 2020 when there was still plenty of demand!
2022-02-12,That was a tough one. New Model Y structural pack is next-level though.
2022-02-13,So many layers with Tesla FSD AI! Now Tesla is worth a trilly willy!
2022-02-16,"I was at a lunch with Munger in 2009 where he told the whole table all the ways Tesla would fail. Made me quite sad, but I told him I agreed with all those reasons &amp; that we would probably die, but it was worth trying anyway."
2022-02-17,Model 3 is literally the most made in America car in – well of course – America RT : You can now customize how your Tesla appears on the screen and app with the Car Colorizer
2022-02-18,Plaid Model S &amp; X are sublime
2022-02-20,Cybertruck
2022-02-21,"Tesla owners in the greater Giga Texas area will get priority, so yes"
2022-02-22,"We’re working through the general case of making Steam games work on a Tesla vs specific titles. Former is obviously where we should be long-term. Yes. This is an advantage of iron cathode lithium batteries. Small changes usually affect production for less than an hour, as they’re applied to a few stations during breaks. Big changes may impact output for a day or two. Reversing out big changes or unexpected parts shortages are what impact several days. Switching to renewables with batteries would avoid blackouts. Batteries are essential, due to the intermittent nature of renewables."
2022-02-23,"A general solution to self-driving (essentially, real-world AI) requires writing extremely difficult software in the arenas of training, inference, control, analytical tools, data management, hardware optimization &amp; simulation. One of the hardest technology problems that exists."
2022-02-25,"LIDAR is a seductive local maximum. SpaceX designed &amp; built them to dock with ISS. However, the road system was designed to work with biological neural nets &amp; eyes, so a general solution to self-driving necessarily will require silicon neural nets &amp; cameras. Real-world AI."
2022-03-01,"Depends on what issues we see that are unique to Canada. If things are looking good, then we can lower the safety score threshold."
2022-03-02,"We could’ve made a 600 mile Model S 12 months ago, but that would’ve made the product worse imo, as 99.9% of time you’d be carrying unneeded battery mass, which makes acceleration, handling &amp; efficiency worse. Even our 400+ mile range car is more than almost anyone will use. The probability of Tesla dying in 2008/2009 was very high. We closed our financing round at 6pm on Dec 24th – the last working hour of the last day before Tesla would otherwise bounce payroll. Self-driving cars &amp; useful humanoid robots require a sophisticated understanding of reality. I am increasingly convinced that they are on the path to solving AGI. Should AGI be solved? I don’t know, but humanity is moving rapidly in this direction whether I like it or not. Tesla has created over 50,000 US jobs building electric vehicles &amp; is investing more than double GM + Ford combined [fyi to person controlling this twitter] Our primary challenge is affordability. Creating an expensive truck is relatively easy. If it is extremely hard to do so for Tesla, despite our much greater economies of scale &amp; better technology, then it is damn near impossible for others. Solar panels + battery pack better than generator, as no heat signature or smoke &amp; doesn’t run out of fuel"
2022-03-03,"This old YouTube clip helps explain why former UAW members who work at Tesla are not huge fans of UAW By the way, Tesla factory worker compensation is the highest in the auto industry Our real challenge is Bay Area has negative unemployment, so if we don’t treat and compensate our (awesome) people well, they have many other offers and will just leave! I’d like hereby to invite UAW to hold a union vote at their convenience. Tesla will do nothing to stop them. RT : Solar Roof lets you become your own renewable energy utility. Generate clean energy and drive on solar. : on IG h…"
2022-03-05,"Increased oil &amp; gas production in the short term is critical or people around the world will be placed under great duress. This is not a question of money, it is a question of having enough energy to power civilization. Alternate name for our company was Faraday, who invented the electric motor, whereas Nikola Tesla invented the AC induction motor Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make up for Russian oil &amp; gas exports."
2022-03-06,"Self-driving car will amplify traffic to insane levels, as you won’t feel the pain of driving yourself Maybe Tesla should make an AI vision device that plugs into these legacy traffic lights. It could just look at traffic &amp; automatically maximize throughput. Even some of the best AI software engineers in the world don’t realize how advanced Tesla AI has become RT : Giga Berlin darf eröffnen Come join the team!"
2022-03-09,"You’re welcome. We have also sent power adapters for car cigarette lighters, solar/battery packs and generators for places where electricity is not available."
2022-03-14,"Tesla &amp; SpaceX are seeing significant recent inflation pressure in raw materials &amp; logistics If this version performs well, we can probably lower min safety score to 95 Model S &amp; X are sublime Vector lanes is a particularly significant architectural improvement to Tesla AI"
